Season,Round,Venue,Date,Home,GHome,GAway,Away,Winner
1997,Regular Season,Houlihan's Stadium,1997-07-20,Tampa Bay,3,1,San Jose,Tampa Bay
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-25,D.C. United,1,1,Columbus Crew,D.C. United
1997,Regular Season,Cotton Bowl,1997-07-25,Dallas Burn,0,3,LA Galaxy,LA Galaxy
1997,Regular Season,CEFCU Stadium,1997-07-25,San Jose,1,2,Colorado Rapids,Colorado Rapids
1997,Regular Season,Arrowhead Stadium,1997-07-26,KC Wizards,0,0,New England,KC Wizards
1997,Regular Season,Mile High Stadium,1997-07-27,Colorado Rapids,1,2,LA Galaxy,LA Galaxy
1997,Regular Season,Ohio Stadium,1997-07-27,Columbus Crew,0,0,Tampa Bay,Tampa Bay
1997,Regular Season,Giants Stadium,1997-07-27,MetroStars,2,1,D.C. United,MetroStars
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-07-30,D.C. United,4,2,Columbus Crew,D.C. United
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-02,D.C. United,2,2,Colorado Rapids,Colorado Rapids
1997,Regular Season,Cotton Bowl,1997-08-02,Dallas Burn,1,2,KC Wizards,KC Wizards
1997,Regular Season,Rose Bowl,1997-08-02,LA Galaxy,1,2,Columbus Crew,Columbus Crew
1997,Regular Season,Giants Stadium,1997-08-03,MetroStars,2,3,Tampa Bay,Tampa Bay
1997,Regular Season,Foxboro Stadium,1997-08-03,New England,1,5,San Jose,San Jose
1997,Regular Season,CEFCU Stadium,1997-08-09,San Jose,1,1,Columbus Crew,San Jose
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-09,D.C. United,4,2,LA Galaxy,D.C. United
1997,Regular Season,Houlihan's Stadium,1997-08-09,Tampa Bay,0,2,KC Wizards,KC Wizards
1997,Regular Season,Mile High Stadium,1997-08-09,Colorado Rapids,3,0,New England,Colorado Rapids
1997,Regular Season,Foxboro Stadium,1997-08-14,New England,1,1,LA Galaxy,LA Galaxy
1997,Regular Season,Houlihan's Stadium,1997-08-15,Tampa Bay,2,1,Dallas Burn,Tampa Bay
1997,Regular Season,Mile High Stadium,1997-08-15,Colorado Rapids,2,0,MetroStars,Colorado Rapids
1997,Regular Season,Ohio Stadium,1997-08-16,Columbus Crew,2,0,D.C. United,Columbus Crew
1997,Regular Season,Arrowhead Stadium,1997-08-17,KC Wizards,3,3,MetroStars,KC Wizards
1997,Regular Season,Rose Bowl,1997-08-17,LA Galaxy,2,3,San Jose,San Jose
1997,Regular Season,Ohio Stadium,1997-08-23,Columbus Crew,2,1,New England,Columbus Crew
1997,Regular Season,Cotton Bowl,1997-08-23,Dallas Burn,1,2,MetroStars,MetroStars
1997,Regular Season,CEFCU Stadium,1997-08-24,San Jose,2,2,KC Wizards,KC Wizards
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-27,D.C. United,3,2,New England,D.C. United
1997,Regular Season,Arrowhead Stadium,1997-08-28,KC Wizards,1,0,Colorado Rapids,KC Wizards
1997,Regular Season,Giants Stadium,1997-08-29,MetroStars,3,0,San Jose,MetroStars
1997,Regular Season,Ohio Stadium,1997-08-30,Columbus Crew,2,0,LA Galaxy,Columbus Crew
1997,Regular Season,Houlihan's Stadium,1997-08-30,Tampa Bay,4,0,New England,Tampa Bay
1997,Regular Season,Cotton Bowl,1997-08-31,Dallas Burn,4,1,Colorado Rapids,Dallas Burn
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-08-31,D.C. United,2,0,KC Wizards,D.C. United
1997,Regular Season,Rose Bowl,1997-09-04,LA Galaxy,1,3,MetroStars,MetroStars
1997,Regular Season,Cotton Bowl,1997-09-06,Dallas Burn,3,0,Columbus Crew,Dallas Burn
1997,Regular Season,CEFCU Stadium,1997-09-06,San Jose,4,0,MetroStars,San Jose
1997,Regular Season,Mile High Stadium,1997-09-06,Colorado Rapids,1,2,KC Wizards,KC Wizards
1997,Regular Season,Rose Bowl,1997-09-07,LA Galaxy,6,1,Tampa Bay,LA Galaxy
1997,Regular Season,Giants Stadium,1997-09-09,MetroStars,3,1,New England,MetroStars
1997,Regular Season,Rose Bowl,1997-09-10,LA Galaxy,2,0,Colorado Rapids,LA Galaxy
1997,Regular Season,CEFCU Stadium,1997-09-11,San Jose,0,1,Dallas Burn,Dallas Burn
1997,Regular Season,Foxboro Stadium,1997-09-12,New England,1,0,Columbus Crew,New England
1997,Regular Season,Arrowhead Stadium,1997-09-12,KC Wizards,0,0,MetroStars,MetroStars
1997,Regular Season,Houlihan's Stadium,1997-09-13,Tampa Bay,1,2,D.C. United,D.C. United
1997,Regular Season,Cotton Bowl,1997-09-14,Dallas Burn,1,3,LA Galaxy,LA Galaxy
1997,Regular Season,Ohio Stadium,1997-09-14,Columbus Crew,4,0,KC Wizards,Columbus Crew
1997,Regular Season,Giants Stadium,1997-09-16,MetroStars,0,1,Dallas Burn,Dallas Burn
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-09-16,D.C. United,2,2,New England,D.C. United
1997,Regular Season,Mile High Stadium,1997-09-17,Colorado Rapids,1,2,San Jose,San Jose
1997,Regular Season,Houlihan's Stadium,1997-09-18,Tampa Bay,2,1,Columbus Crew,Tampa Bay
1997,Regular Season,Rose Bowl,1997-09-19,LA Galaxy,2,1,Dallas Burn,LA Galaxy
1997,Regular Season,Foxboro Stadium,1997-09-20,New England,3,2,MetroStars,New England
1997,Regular Season,CEFCU Stadium,1997-09-21,San Jose,2,3,LA Galaxy,LA Galaxy
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-09-21,D.C. United,1,2,Tampa Bay,Tampa Bay
1997,Regular Season,Cotton Bowl,1997-09-25,Dallas Burn,1,2,New England,New England
1997,Regular Season,Giants Stadium,1997-09-25,MetroStars,0,1,Columbus Crew,Columbus Crew
1997,Regular Season,Arrowhead Stadium,1997-09-26,KC Wizards,5,2,Colorado Rapids,KC Wizards
1997,Regular Season,Houlihan's Stadium,1997-09-26,Tampa Bay,1,5,D.C. United,D.C. United
1997,Regular Season,Rose Bowl,1997-09-28,LA Galaxy,2,0,KC Wizards,LA Galaxy
1997,Regular Season,Robert F. Kennedy Memorial Stadium,1997-09-28,D.C. United,1,3,MetroStars,MetroStars
1997,Regular Season,CEFCU Stadium,1997-09-28,San Jose,1,3,Colorado Rapids,Colorado Rapids
1997,Regular Season,Ohio Stadium,1997-09-28,Columbus Crew,1,1,Tampa Bay,Columbus Crew
1997,Conference Semifinals,Arrowhead Stadium,1997-10-04,KC Wizards,0,3,Colorado Rapids,Colorado Rapids
1997,Conference Semifinals,Houlihan's Stadium,1997-10-05,Tampa Bay,1,2,Columbus Crew,Columbus Crew
1997,Conference Semifinals,Robert F. Kennedy Memorial Stadium,1997-10-05,D.C. United,4,1,New England,D.C. United
1997,Conference Semifinals,Rose Bowl,1997-10-05,LA Galaxy,0,0,Dallas Burn,Dallas Burn
1997,Conference Semifinals,Cotton Bowl,1997-10-08,Dallas Burn,3,0,LA Galaxy,Dallas Burn
1997,Conference Semifinals,Ohio Stadium,1997-10-08,Columbus Crew,2,0,Tampa Bay,Columbus Crew
1997,Conference Semifinals,Mile High Stadium,1997-10-08,Colorado Rapids,3,2,KC Wizards,Colorado Rapids
1997,Conference Semifinals,Foxboro Stadium,1997-10-08,New England,1,1,D.C. United,D.C. United
1997,Conference Finals,Cotton Bowl,1997-10-12,Dallas Burn,0,1,Colorado Rapids,Colorado Rapids
1997,Conference Finals,Robert F. Kennedy Memorial Stadium,1997-10-12,D.C. United,3,2,Columbus Crew,D.C. United
1997,Conference Finals,Mile High Stadium,1997-10-15,Colorado Rapids,2,1,Dallas Burn,Colorado Rapids
1997,Conference Finals,Ohio Stadium,1997-10-15,Columbus Crew,0,1,D.C. United,D.C. United
1997,MLS Cup '97,Robert F. Kennedy Memorial Stadium,1997-10-26,D.C. United,2,1,Colorado Rapids,D.C. United
1998,Regular Season,Lockhart Stadium,1998-03-15,Miami Fusion,0,2,D.C. United,D.C. United
1998,Regular Season,Cotton Bowl,1998-03-21,Dallas Burn,1,1,Colorado Rapids,Dallas Burn
1998,Regular Season,Houlihan's Stadium,1998-03-21,Tampa Bay,1,2,Columbus Crew,Columbus Crew
1998,Regular Season,Lockhart Stadium,1998-03-21,Miami Fusion,0,2,Chicago Fire,Chicago Fire
1998,Regular Season,Rose Bowl,1998-03-21,LA Galaxy,3,3,San Jose,LA Galaxy
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-03-21,D.C. United,3,2,KC Wizards,D.C. United
1998,Regular Season,Houlihan's Stadium,1998-03-26,Tampa Bay,0,0,Miami Fusion,Miami Fusion
1998,Regular Season,CEFCU Stadium,1998-03-28,San Jose,2,2,Colorado Rapids,Colorado Rapids
1998,Regular Season,Rose Bowl,1998-03-28,LA Galaxy,3,2,MetroStars,LA Galaxy
1998,Regular Season,Cotton Bowl,1998-03-29,Dallas Burn,2,1,Columbus Crew,Dallas Burn
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-03-29,D.C. United,1,1,New England,D.C. United
1998,Regular Season,Ohio Stadium,1998-04-04,Columbus Crew,2,1,D.C. United,Columbus Crew
1998,Regular Season,Lockhart Stadium,1998-04-04,Miami Fusion,2,1,New England,Miami Fusion
1998,Regular Season,Mile High Stadium,1998-04-04,Colorado Rapids,0,1,LA Galaxy,LA Galaxy
1998,Regular Season,Soldier Field,1998-04-04,Chicago Fire,2,0,Tampa Bay,Chicago Fire
1998,Regular Season,Arrowhead Stadium,1998-04-04,KC Wizards,2,0,MetroStars,KC Wizards
1998,Regular Season,CEFCU Stadium,1998-04-05,San Jose,2,2,Dallas Burn,Dallas Burn
1998,Regular Season,Arrowhead Stadium,1998-04-08,KC Wizards,1,0,Chicago Fire,KC Wizards
1998,Regular Season,Giants Stadium,1998-04-11,MetroStars,2,3,LA Galaxy,LA Galaxy
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-04-11,D.C. United,3,3,Colorado Rapids,D.C. United
1998,Regular Season,Ohio Stadium,1998-04-11,Columbus Crew,3,2,New England,Columbus Crew
1998,Regular Season,Houlihan's Stadium,1998-04-11,Tampa Bay,3,1,Dallas Burn,Tampa Bay
1998,Regular Season,CEFCU Stadium,1998-04-11,San Jose,1,0,Chicago Fire,San Jose
1998,Regular Season,Lockhart Stadium,1998-04-11,Miami Fusion,1,1,KC Wizards,Miami Fusion
1998,Regular Season,Soldier Field,1998-04-17,Chicago Fire,0,1,MetroStars,MetroStars
1998,Regular Season,Arrowhead Stadium,1998-04-18,KC Wizards,1,2,LA Galaxy,LA Galaxy
1998,Regular Season,Ohio Stadium,1998-04-18,Columbus Crew,5,1,Miami Fusion,Columbus Crew
1998,Regular Season,Cotton Bowl,1998-04-18,Dallas Burn,1,2,San Jose,San Jose
1998,Regular Season,Foxboro Stadium,1998-04-18,New England,1,1,D.C. United,New England
1998,Regular Season,Mile High Stadium,1998-04-19,Colorado Rapids,3,0,Tampa Bay,Colorado Rapids
1998,Regular Season,Giants Stadium,1998-04-25,MetroStars,4,3,San Jose,MetroStars
1998,Regular Season,Mile High Stadium,1998-04-25,Colorado Rapids,4,4,Chicago Fire,Colorado Rapids
1998,Regular Season,Foxboro Stadium,1998-04-25,New England,3,0,Miami Fusion,New England
1998,Regular Season,Cotton Bowl,1998-04-25,Dallas Burn,3,1,KC Wizards,Dallas Burn
1998,Regular Season,Rose Bowl,1998-04-25,LA Galaxy,5,1,Tampa Bay,LA Galaxy
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-04-26,D.C. United,1,1,Columbus Crew,D.C. United
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-04-29,D.C. United,3,1,San Jose,D.C. United
1998,Regular Season,Arrowhead Stadium,1998-04-29,KC Wizards,0,2,LA Galaxy,LA Galaxy
1998,Regular Season,Houlihan's Stadium,1998-04-30,Tampa Bay,0,1,Columbus Crew,Columbus Crew
1998,Regular Season,Lockhart Stadium,1998-05-02,Miami Fusion,3,2,Colorado Rapids,Miami Fusion
1998,Regular Season,Soldier Field,1998-05-02,Chicago Fire,1,3,D.C. United,D.C. United
1998,Regular Season,Houlihan's Stadium,1998-05-03,Tampa Bay,0,1,MetroStars,MetroStars
1998,Regular Season,CEFCU Stadium,1998-05-03,San Jose,1,3,New England,New England
1998,Regular Season,Rose Bowl,1998-05-06,LA Galaxy,7,4,Colorado Rapids,LA Galaxy
1998,Regular Season,Giants Stadium,1998-05-06,MetroStars,0,1,Dallas Burn,Dallas Burn
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-05-09,D.C. United,2,0,MetroStars,D.C. United
1998,Regular Season,Lockhart Stadium,1998-05-09,Miami Fusion,2,0,Columbus Crew,Miami Fusion
1998,Regular Season,Mile High Stadium,1998-05-09,Colorado Rapids,2,3,San Jose,San Jose
1998,Regular Season,Foxboro Stadium,1998-05-10,New England,4,3,Tampa Bay,New England
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-05-13,D.C. United,3,2,New England,D.C. United
1998,Regular Season,Houlihan's Stadium,1998-05-13,Tampa Bay,2,1,KC Wizards,Tampa Bay
1998,Regular Season,CEFCU Stadium,1998-05-16,San Jose,2,0,Miami Fusion,San Jose
1998,Regular Season,Houlihan's Stadium,1998-05-16,Tampa Bay,1,2,Chicago Fire,Chicago Fire
1998,Regular Season,Cotton Bowl,1998-05-16,Dallas Burn,2,1,Colorado Rapids,Dallas Burn
1998,Regular Season,Giants Stadium,1998-05-16,MetroStars,4,3,D.C. United,MetroStars
1998,Regular Season,Foxboro Stadium,1998-05-16,New England,1,3,KC Wizards,KC Wizards
1998,Regular Season,Ohio Stadium,1998-05-17,Columbus Crew,2,4,LA Galaxy,LA Galaxy
1998,Regular Season,Cotton Bowl,1998-05-20,Dallas Burn,1,1,KC Wizards,KC Wizards
1998,Regular Season,Soldier Field,1998-05-20,Chicago Fire,3,1,LA Galaxy,Chicago Fire
1998,Regular Season,Foxboro Stadium,1998-05-22,New England,0,2,Columbus Crew,Columbus Crew
1998,Regular Season,Giants Stadium,1998-05-23,MetroStars,4,2,Miami Fusion,MetroStars
1998,Regular Season,Rose Bowl,1998-05-23,LA Galaxy,4,1,Dallas Burn,LA Galaxy
1998,Regular Season,Soldier Field,1998-05-23,Chicago Fire,5,0,Colorado Rapids,Chicago Fire
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-05-23,D.C. United,3,2,Tampa Bay,D.C. United
1998,Regular Season,Arrowhead Stadium,1998-05-23,KC Wizards,0,1,San Jose,San Jose
1998,Regular Season,Arrowhead Stadium,1998-05-27,KC Wizards,1,1,Columbus Crew,KC Wizards
1998,Regular Season,Mile High Stadium,1998-05-28,Colorado Rapids,3,0,Miami Fusion,Colorado Rapids
1998,Regular Season,Ohio Stadium,1998-05-30,Columbus Crew,4,1,San Jose,Columbus Crew
1998,Regular Season,Rose Bowl,1998-05-30,LA Galaxy,1,1,Chicago Fire,Chicago Fire
1998,Regular Season,Houlihan's Stadium,1998-05-30,Tampa Bay,1,1,D.C. United,D.C. United
1998,Regular Season,Mile High Stadium,1998-05-31,Colorado Rapids,2,1,KC Wizards,Colorado Rapids
1998,Regular Season,Foxboro Stadium,1998-05-31,New England,1,1,MetroStars,MetroStars
1998,Regular Season,Cotton Bowl,1998-05-31,Dallas Burn,2,0,Miami Fusion,Dallas Burn
1998,Regular Season,CEFCU Stadium,1998-06-03,San Jose,0,4,D.C. United,D.C. United
1998,Regular Season,Giants Stadium,1998-06-03,MetroStars,1,2,Tampa Bay,Tampa Bay
1998,Regular Season,Cotton Bowl,1998-06-04,Dallas Burn,1,8,LA Galaxy,LA Galaxy
1998,Regular Season,Mile High Stadium,1998-06-06,Colorado Rapids,2,0,San Jose,Colorado Rapids
1998,Regular Season,Soldier Field,1998-06-06,Chicago Fire,2,0,Columbus Crew,Chicago Fire
1998,Regular Season,Arrowhead Stadium,1998-06-06,KC Wizards,1,0,Tampa Bay,KC Wizards
1998,Regular Season,Lockhart Stadium,1998-06-07,Miami Fusion,1,2,MetroStars,MetroStars
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-06-07,D.C. United,4,4,Dallas Burn,Dallas Burn
1998,Regular Season,Rose Bowl,1998-06-07,LA Galaxy,5,1,New England,LA Galaxy
1998,Regular Season,Soldier Field,1998-06-11,Chicago Fire,5,2,San Jose,Chicago Fire
1998,Regular Season,Giants Stadium,1998-06-13,MetroStars,3,1,Miami Fusion,MetroStars
1998,Regular Season,Ohio Stadium,1998-06-13,Columbus Crew,3,3,D.C. United,D.C. United
1998,Regular Season,Foxboro Stadium,1998-06-14,New England,1,3,Chicago Fire,Chicago Fire
1998,Regular Season,Soldier Field,1998-06-17,Chicago Fire,1,0,Dallas Burn,Chicago Fire
1998,Regular Season,Rose Bowl,1998-06-18,LA Galaxy,2,1,Colorado Rapids,LA Galaxy
1998,Regular Season,Ohio Stadium,1998-06-20,Columbus Crew,2,1,MetroStars,Columbus Crew
1998,Regular Season,Cotton Bowl,1998-06-21,Dallas Burn,0,1,Tampa Bay,Tampa Bay
1998,Regular Season,Giants Stadium,1998-06-24,MetroStars,5,3,New England,MetroStars
1998,Regular Season,Soldier Field,1998-06-24,Chicago Fire,4,1,KC Wizards,Chicago Fire
1998,Regular Season,Mile High Stadium,1998-06-25,Colorado Rapids,3,1,D.C. United,Colorado Rapids
1998,Regular Season,Foxboro Stadium,1998-06-27,New England,3,3,Dallas Burn,Dallas Burn
1998,Regular Season,Lockhart Stadium,1998-06-27,Miami Fusion,1,1,Tampa Bay,Miami Fusion
1998,Regular Season,CEFCU Stadium,1998-06-27,San Jose,1,2,LA Galaxy,LA Galaxy
1998,Regular Season,Soldier Field,1998-07-01,Chicago Fire,4,1,Dallas Burn,Chicago Fire
1998,Regular Season,Arrowhead Stadium,1998-07-01,KC Wizards,1,0,New England,KC Wizards
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-02,D.C. United,3,1,Miami Fusion,D.C. United
1998,Regular Season,CEFCU Stadium,1998-07-03,San Jose,1,1,Columbus Crew,San Jose
1998,Regular Season,Mile High Stadium,1998-07-04,Colorado Rapids,1,0,MetroStars,Colorado Rapids
1998,Regular Season,Cotton Bowl,1998-07-04,Dallas Burn,0,1,Chicago Fire,Chicago Fire
1998,Regular Season,Houlihan's Stadium,1998-07-04,Tampa Bay,2,3,New England,New England
1998,Regular Season,Rose Bowl,1998-07-04,LA Galaxy,2,0,KC Wizards,LA Galaxy
1998,Regular Season,Ohio Stadium,1998-07-09,Columbus Crew,3,0,Chicago Fire,Columbus Crew
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-10,D.C. United,3,0,LA Galaxy,D.C. United
1998,Regular Season,Arrowhead Stadium,1998-07-11,KC Wizards,2,0,Dallas Burn,KC Wizards
1998,Regular Season,Mile High Stadium,1998-07-11,Colorado Rapids,2,1,New England,Colorado Rapids
1998,Regular Season,Giants Stadium,1998-07-11,MetroStars,1,2,Tampa Bay,Tampa Bay
1998,Regular Season,Foxboro Stadium,1998-07-15,New England,0,1,D.C. United,D.C. United
1998,Regular Season,Houlihan's Stadium,1998-07-15,Tampa Bay,1,3,LA Galaxy,LA Galaxy
1998,Regular Season,Lockhart Stadium,1998-07-15,Miami Fusion,2,2,San Jose,Miami Fusion
1998,Regular Season,CEFCU Stadium,1998-07-18,San Jose,0,1,Tampa Bay,Tampa Bay
1998,Regular Season,Cotton Bowl,1998-07-18,Dallas Burn,1,3,New England,New England
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-18,D.C. United,4,1,Chicago Fire,D.C. United
1998,Regular Season,Rose Bowl,1998-07-18,LA Galaxy,2,2,Miami Fusion,Miami Fusion
1998,Regular Season,Arrowhead Stadium,1998-07-19,KC Wizards,4,1,Colorado Rapids,KC Wizards
1998,Regular Season,Giants Stadium,1998-07-19,MetroStars,3,0,Columbus Crew,MetroStars
1998,Regular Season,Rose Bowl,1998-07-25,LA Galaxy,0,1,D.C. United,D.C. United
1998,Regular Season,Giants Stadium,1998-07-25,MetroStars,3,2,Chicago Fire,MetroStars
1998,Regular Season,Houlihan's Stadium,1998-07-25,Tampa Bay,2,3,Colorado Rapids,Colorado Rapids
1998,Regular Season,CEFCU Stadium,1998-07-25,San Jose,1,1,KC Wizards,San Jose
1998,Regular Season,Ohio Stadium,1998-07-25,Columbus Crew,1,2,Dallas Burn,Dallas Burn
1998,Regular Season,Foxboro Stadium,1998-07-26,New England,1,2,Miami Fusion,Miami Fusion
1998,Regular Season,CEFCU Stadium,1998-07-29,San Jose,3,0,Chicago Fire,San Jose
1998,Regular Season,Lockhart Stadium,1998-07-29,Miami Fusion,3,2,Columbus Crew,Miami Fusion
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-07-29,D.C. United,2,2,Tampa Bay,D.C. United
1998,Regular Season,Foxboro Stadium,1998-07-29,New England,1,3,Colorado Rapids,Colorado Rapids
1998,Regular Season,Giants Stadium,1998-07-29,MetroStars,2,2,KC Wizards,MetroStars
1998,Regular Season,Cotton Bowl,1998-07-29,Dallas Burn,3,0,LA Galaxy,Dallas Burn
1998,Regular Season,Mile High Stadium,1998-08-05,Colorado Rapids,1,6,LA Galaxy,LA Galaxy
1998,Regular Season,Foxboro Stadium,1998-08-05,New England,3,0,San Jose,New England
1998,Regular Season,Houlihan's Stadium,1998-08-06,Tampa Bay,3,1,Miami Fusion,Tampa Bay
1998,Regular Season,Cotton Bowl,1998-08-07,Dallas Burn,0,1,D.C. United,D.C. United
1998,Regular Season,Soldier Field,1998-08-08,Chicago Fire,1,2,LA Galaxy,LA Galaxy
1998,Regular Season,Ohio Stadium,1998-08-08,Columbus Crew,6,1,New England,Columbus Crew
1998,Regular Season,Arrowhead Stadium,1998-08-08,KC Wizards,3,1,Colorado Rapids,KC Wizards
1998,Regular Season,CEFCU Stadium,1998-08-09,San Jose,5,1,MetroStars,San Jose
1998,Regular Season,Giants Stadium,1998-08-12,MetroStars,3,1,Columbus Crew,MetroStars
1998,Regular Season,Rose Bowl,1998-08-13,LA Galaxy,3,0,KC Wizards,LA Galaxy
1998,Regular Season,Houlihan's Stadium,1998-08-14,Tampa Bay,1,1,New England,New England
1998,Regular Season,Mile High Stadium,1998-08-15,Colorado Rapids,0,1,Dallas Burn,Dallas Burn
1998,Regular Season,Soldier Field,1998-08-15,Chicago Fire,2,1,San Jose,Chicago Fire
1998,Regular Season,Lockhart Stadium,1998-08-15,Miami Fusion,3,1,MetroStars,Miami Fusion
1998,Regular Season,Ohio Stadium,1998-08-16,Columbus Crew,5,3,KC Wizards,Columbus Crew
1998,Regular Season,Giants Stadium,1998-08-18,MetroStars,4,1,Colorado Rapids,MetroStars
1998,Regular Season,Lockhart Stadium,1998-08-19,Miami Fusion,2,1,Dallas Burn,Miami Fusion
1998,Regular Season,Mile High Stadium,1998-08-21,Colorado Rapids,0,2,Chicago Fire,Chicago Fire
1998,Regular Season,Foxboro Stadium,1998-08-22,New England,1,5,LA Galaxy,LA Galaxy
1998,Regular Season,Robert F. Kennedy Memorial Stadium,1998-08-22,D.C. United,2,1,MetroStars,D.C. United
1998,Regular Season,CEFCU Stadium,1998-08-22,San Jose,1,1,Dallas Burn,San Jose
1998,Regular Season,Ohio Stadium,1998-08-22,Columbus Crew,3,1,Tampa Bay,Columbus Crew
1998,Regular Season,Arrowhead Stadium,1998-08-23,KC Wizards,2,0,Miami Fusion,KC Wizards
1998,Regular Season,Arrowhead Stadium,1998-08-26,KC Wizards,1,2,D.C. United,D.C. United
1998,Regular Season,Rose Bowl,1998-08-29,LA Galaxy,0,3,Columbus Crew,Columbus Crew
1998,Regular Season,CEFCU Stadium,1998-08-29,San Jose,1,3,Colorado Rapids,Colorado Rapids
1998,Regular Season,Houlihan's Stadium,1998-08-29,Tampa Bay,2,2,D.C. United,Tampa Bay
1998,Regular Season,Arrowhead Stadium,1998-08-29,KC Wizards,2,2,Chicago Fire,Chicago Fire
1998,Regular Season,Cotton Bowl,1998-08-29,Dallas Burn,2,0,MetroStars,Dallas Burn
1998,Regular Season,Lockhart Stadium,1998-08-30,Miami Fusion,3,2,New England,Miami Fusion
1998,Regular Season,Giants Stadium,1998-09-02,MetroStars,0,2,New England,New England
1998,Regular Season,Rose Bowl,1998-09-02,LA Galaxy,3,0,Dallas Burn,LA Galaxy
1998,Regular Season,Soldier Field,1998-09-02,Chicago Fire,3,2,Miami Fusion,Chicago Fire
1998,Regular Season,Mile High Stadium,1998-09-02,Colorado Rapids,3,2,KC Wizards,Colorado Rapids
1998,Regular Season,Houlihan's Stadium,1998-09-03,Tampa Bay,2,1,San Jose,Tampa Bay
1998,Regular Season,Lockhart Stadium,1998-09-05,Miami Fusion,3,5,LA Galaxy,LA Galaxy
